# htr=halvtransitiv
# durativ = perfektiv, ad->int

AASIINNGOOQ	<eo:lauxdire/part:som_vanlig_siges_det>
nappaasuuvoq	nil
nappaat	sygdom (-men)
nappaat	sygdom
nappaat (naleqq. ersiut)	syndrom
nappaat annertusiartortoq	fremskreden
nappaat aseruuttoorutaasoq	infektionssygdom
nappaat asperger (def.)	asperger
nappaat ilakutannguuttoq	kolera
nappaat neripiloorneq	bulimi
nappaat neriumajunnaarneq	anoreksi
nappaat neriumannginneq	anorexia nervosa
nappaat noqartoorneq	stivkrampe
nappaat qanimanartoqarnanngaartoq	malaria
nappaat siammaappoq	sygdommen breder sig
nappaateqalersitsisartut takussaanngitsut	smitstof
nappaateqartarnernut paasissutissat	anamnese
nappaateqartarnernut paasissutissat	anamnese
nappaateqartutut malunnartoq	sygelig
nappaateqartutut malunnartoq	patologisk
nappaateqartutut pissuseqartoq	patologisk
nappaatigalugu anguterneq	nymfomani
nappaatigalugu tillituneq	kleptomani
nappaatigisap malunniunnera	anfald
nappaatilerineq	sygdomslære
nappaatinik assigiinngitsunik ilisimatusaatit	patologi
nappaatinik katsorsaaneq, nakorsaaneq	behandling af sygdomme
nappaatinik tunillaassuuttartunik ilinniarneq	epidemiologi
nappaatinut ikiorsiissutinik sanasartoq	bandagist
nappaatinut ikiorsiissutinik sanasartoq	bandagist
nappaatip allap kingunera	eftersygdom
nappaatip allatut pissuseqalernera	komplikation
nappaatip allaaserineqarnera	sygdomsbeskrivelse
nappaatip ersiutai: malunniuttumik ersiut	symptom
nappaatip ersiutaa	sygdomstegn
nappaatip nassataa	komplikation
nappaatip pilernerata tunuliaqutaa (naleqq. nappaatip pissutaata at	ætiologi
nappaatip pissutaanik nalunaarsuutit	anamnese
nappaatip pissutaata ataqatigiinnera (naleqq. nappaatip pilernerata	ætiologi
nappaatip qanoq ingerlanissaanik missiliuussineq	primitive
nappaatip qanoq ingerlasinnaaneranik missingersuineq	prognose
nappaatip suussusersinera	diagnose
nappaatip suussusianik misissuineq	patologi
nappaatip suussusianik paasinninniarneq	diagnosticering
nappaatip suussusianik aalajangiineq	diagnosticering
nappaatip suussusianik aalajangiineq	diagnose
nappaatipiluk	kønssygdom (-men)
nappaatit	nil
nappaatit ataatsimoortut timimi malunniuttut	akut organisk psykosyndrom
nappaatit immikkoortut  nakorsaasersugassat	intern medicin
nappaatit ingerlariaasiannik ilisimatusarneq	patofysiologi
nappaatit inuunermi pissusilersuutinik pissuteqartut	livstilssygdomme
nappaatit pillugit ilinniagassat	patologi
nappaatit pillugit ilinniutit	sygdomslære
nappaatit siaruartaasiannik misissuisarneq	epidemiologi
nappaatit tuniluuffianniittut mattussaagallarnerat	isolation af personer der kommer fra smittede egne
nappaatit tyfusitut sunniuteqarsinnaasut	paratyfus
nappaataavoq	nil
nappaavoq	rækker hånden op; markerer
napu	tværtræ (-et) (på en slæde)
napulersorpai	nil
napulipput	nil
napuliutit	remme til fastgørelse af tværtræerne på en slæde
napumaqaaq	nil
napumavoq	krummer indad; er konkav
napummarippoq	nil
napummarissarpaa	nil
napumaarpoq	nil
naput	nil
napaannarpoq	har ikke noget at bestille; gider ikke lave noget; gider ikke
napaannartoq	nil
napaannartuunngilaq	nil
napaartoq	nil
napaartoq I	røn (-nen)
napaartoq II	nil
napaavarpoq	nil
naqerloq	sænkning (-en); lavning (-en)
naqerlukkoorpoq	nil
naqigukkiartorpaa	nil
naqiguppaa	nil
naqiguserpaa	nil
naqigussaavoq	nil
naqigut	nil
naqillisarpaa	nil
naqillisippaa	nil
naqillivoq	nil
naqillivoq I	bliver lavere (f.eks. om et landskab)
naqillivoq II	synker sammen; falder sammen (om bagværk eller sne)
naqinneq	nil
naqinneq angisooq (LM), naqitaasiugaq	blokbogstav
naqinneq I	lavning (-en)
naqinneq II	bogstav (-et)
naqinneq III	pressefold (-en)
naqinneqarpoq	nil
naqinnerlunneq	trykfejl (-en)
naqinnernik ilisarsisinnaannginneq	ordblindhed
naqinnersaq	nil
naqinneruvoq	nil
naqippoq	nil
naqippaa	trykker det sammen; presser det sammen
naqisimallugu	undertrykke
naqisimaneqanngitsutut misigiffik	frirum
naqisimaneqarneq	undertrykkelse (-n)
naqisimanninneq	undertrykkelse
naqisimanninneq	repressiv
naqisimavaa	undertrykker ham/det
naqissimaffik	tryk
naqissuserpâ	nil
naqissuserpaa	sætter segl på; forsegler det; sætter stempel på; stempler det
naqissusiineq	stempling
naqissusiineq kontomut ikisassanngorlugit	rammeendossement
Naqissusiinermut akitsuut	Stempelafgift
naqissusiinikkut akitsuut	stempelafgift
naqissut	segl (-et); stempel (stemplet)
naqissutilik	nil
naqitaq	nil
naqitaq I	trykt
naqitaq II	tryksag (-en)
naqitaq III	nil
naqitaq paasissutissiaq	brochure
naqitarilluarpaa	nil
naqitarisaq	nil
naqitarpassuit	nil
naqitaruserpaa	nil
naqitarut	surrerem (-men)
naqitarutaajarpaa	nil
naqitarutaarpaa	nil
naqitaraa	surrer det fast
naqiterisitsisarfik	bogforlag (-et)
naqiterisoq	bogtrykker (-en)
naqiterisuuvoq	nil
naqiterivik	trykkeri (-et); bogtrykkerpresse (-n)
naqiterivoq	nil
naqiterpai	nil
naqiterpaa	trykker den (f.eks. bogen eller avisen)
naqiterusiorpoq	nil
naqiterut	nil
naqiterutit	typer (-ne) (på et trykkeri)
naqiterutitaarpoq	nil
naqitigaq	nil
naqitigaq I	trykt
naqitigaq II	tryksag (-en)
naqitigassanik ilusilersuineq	typografi
naqitigassiaq	papir til at trykke aviser på; avispapir (-et)
naqitigassaaruppoq	nil
naqitigaaruppoq	nil
naqitigaavoq	nil
naqitikkat	tryksager (-ne)
naqitikkiorpoq	nil
naqitsineq	tryk (-ket)
naqitsineq	tryk
naqitsineq atorlugu ilusiliineq	trykstøbning
naqitsinermut nalimmassaat	eustakisk rør
naqitsinertoqatigiiffik	isobar
naqitsinertuffik	højtryk (-ket)
naqitsinertuffik	højtryk
naqitsinertuffiup avalequtaa	højtryksryg
naqitsinerup sakkortusinera	forøget tryk
naqitsiniisaffik	lavtryk (-ket)
naqitsiniisaffik	lavtryk
naqitsiniisaffiup avalequtaa	lavtrykstrug
naqitsisarpoq	nil
naqitsiserpaa	sætter segl på; forsegler det; sætter stempel på; stempler det
naqitsisiliorpoq	nil
naqitsisaa	nil
naqitsisaaruppoq	nil
naqitsit	stempel (stemplet); signet (-en)
naqitsivik	nil
naqitsivissiaq	nil
naqitsivoq	nil
naqittagaq	dej (-en)
naqittarpaa	nil
naqittoq	nil
naqittaappaa	nil
naqittaarivoq	nil
naqittaaserpaa	nil
naqittaat	nil
naqittaavik	dejtrug (-et)
naqittaavoq	ælter dej
naqitaavoq	nil
naqqa	nil
naqqaniippoq	nil
naqqannerpaa	nil
naqqanniinnarpaa	nil
naqqannikkiartorpoq	nil
naqqannippoq	når bunden
naqqannittarfik	flade
naqqatigoorpoq	nil
naqqi	nil
naqqigaq	nil
naqqiguserpaa	nil
naqqigut	nil
naqqigutigaa	nil
naqqigutaavoq	nil
naqqiigajuppoq	nil
naqqiisuuvoq	nil
naqqiivoq	nil
naqqikkaluttuinnarpoq	nil
naqqinneqarpoq	nil
naqqippoq	nil
naqqippoq I	kommer til live igen; kommer til hægterne
naqqippoq II	når bunden
naqqippaa	korrigere
naqqippaa	retter det; retter på ham; korrigerer ham/det
naqqippaa	korrigerer
naqqisa	nil
naqqissigaa	tager ham som vidne på noget
naqqissimanninneq (naleqq. suniiniarneq)	indoktrinering
naqqissorpaa	taler ham til rette
naqqissuut	nil
naqqit	gulve (-ne)
naqqitsippaa	nil
naqqittoortippaa	nil
naqqiuserpaa	nil
naqqiut	rettelse (-n)
naqqiut	rettelse
naqqiutigaa	nil
naqqiutaavoq	nil
naqqoq	pilespids (-en)
naqqortuvoq	nil
naqqukippoq	nil
naqqulik	nil
naqqup killingata sinaakkutai	gulvpaneler
naqaajarpaa	nil
narajaq	lokkemad (-en) (i en fælde)
narajarpoq	går efter lugten
narajartorpaa	nil
narajassaq	nil
narajorpoq	lugter til noget
narajorpaa	lugter til det
narajortuinnaavoq	nil
narajusivoq	nil
narajaaniarpoq	udspionerer unge elskende; belurer unge elskende
naraseq	frø (-en)
naraserluk	nil
narasivik	nil
narasserpaa	anbringer lokkemad i den (fælden)
narassersorpaa	nil
narassiuppaa	nil
nariunarpoq	nil
narkomaani	narkoman (-en)
narlangavoq	nil
narlanngunaqaaq	nil
narlanngunarpoq	er ildelugtende
narlannguuppaa	nil
narlannguvoq	nil
narlappoq	nil
narloqippoq	nil
narloqisinnaanngilaq	nil
narloqisippaa	nil
narlorpoq	retter sig ud; bliver lige
narlorpaa	nil
narlorsarpaa	nil
narlorsaat	nil
narlorsaavoq	nil
narlugaq	nil
narlugaavoq	nil
narlumukaaq	lemming (-en)
narlumukaarpoq	går lige ud
narlusarpaa	nil
narlusivoq	nil
narlusooq	liniær
narlusooq	lige
narlusaaqquserpoq	nil
narlusaaqqut	nil
narlutsippoq	nil
narluvoq	er lige
narnerapput	nil
narnerpoq	ror til af alle kræfter (om en kajakmand)
narnersippaa	nil
narnguppaa	nil
narngussivoq	nil
narngussaavoq	nil
narngut	nil
narngutigaa	nil
narnualiuppaa	nil
narnuaq	nil
narnuaruserpoq	nil
narnuaraa	nil
narrajasoq	én der let bliver fornærmet; én der har let til vrede
narrajasoq (naleqq. kamakkajuttoq)	kolerisk
narrannarpoq	nil
narrappoq	bliver fortørnet; bliver stødt
narrorsaarpaa	nil
narrorsaarutigaa	nil
narrugisaq	nil
narrugaa	vrager det; foragter det; rynker på næsen ad det
narrujuummisippaa	nil
narrujuummisitsivoq	nil
narrujuummissutigaa	nil
narrujuummivoq	bliver fornærmet; bliver stødt
narrunarpoq	er ikke meget værd; er ikke godt nok
narrunarsarpaa	nil
narrunarsivoq	nil
narrunarsaaneq, innarliineq, ajuallatsitsineq	krænkelse
narrusivaa	nil
narrusuppoq	nil
narrusuut	nil
narrutooq	nil
narrutsappoq	nil
narrutsatsitsineq (naleqq. innarliineq)	krænkelse
narrutsaappaa	nil
narrutsaat	nil
narrutsaatigaa	bliver fortørnet over det
narruttornaqaaq	nil
narruttorpoq	har svært ved at vælge; kan ikke bestemme sig; vælger og vrager
narrutuvoq	nil
narruvoq	vrager noget; forkaster noget
narraappaa	bliver fornærmet på ham
narraassivoq	nil
narraat	nil
narraatigaa	nil
narraataavoq	nil
Nars (naal): Narsaq	Narsaq (stednavn)
narsakkooriaa	narsaqløbet
narsaq	slette (-n)
Narsaq (naal Nars)	(stednavn)
Narsaq Kujalleq	(stednavn) = Frederiksdal
narsaq; nuup narsaa	lille narsaq
narsarmiu	nil
narsarmiutanippoq	nil
narsarmiutaq	laplandsværling
narsarmiutaq	laplandsværling (-en) (en fugl)
narsarmiutaaraq	nil
narsarsuaq	store slette
Narsarsuaq	(stednavn) (lufthavn)
narsarsuup kujataatungaa (kitaa)	store slette syd
narsaviaq	nil
narsaviartaq	nil
Narsiarpoq	tager til Narsaq
narsiarpoq	nil
narsiartaannarpoq	nil
narsiarutit	nil
narsingasoq	nil
narsingavallaaqaaq	nil
narsingavoq	nil
narsingaarpoq	nil
narsippoq	løber mod en udspændt snor
narsiumaneq	nil
narsiaatigaa	nil
narsuavaa	nil
narsukkiartorpaa	nil
narsuppaa	nil
narsuppaa I	modsiger ham
narsuppaa II	nærmer sig ham fra siden
narsussuaguserpaa	nil
narsussuagut	nil
narsussuataarivoq	nil
narsussuataarpaa	nil
narsuttaapput	de er oppe at skændes; de diskuterer voldsomt
narsuttaavoq	nil
narsaamaneq	nil
narsaaqqilluinnarpoq	nil
narsaaqqippoq	nil
narsaaqqissoq	en helt flad slette; en slette uden ujævnheder
narsaaqqivippoq	nil
narsaat	mark (-en)
narsaatit toqunartulimmik seqqittarneqartarnerat	sprøjtning, dyrkede arealers
narsaavoq	nil
nartaavoq	nil
nasalik	hættemåge
nasalik	hættemåge (-n)
nasaq	hætte (-n); hue (-n); hat (-ten); kasket (-ten)
nasarpoq	trækker hætten op over hovedet; tager huen, hatten eller kasketten 
nasarsimavoq	nil
nasartaarpoq	nil
nasartaaserpoq	nil
nasartaat	hovedtørklæde (-t)
nasaviarpoq	har trukket hætten op over hovedet
nasaviarsimavoq	nil
nasaviut	kalot (-ten)
NASCO	NASCO
nasiffigaa	nil
nasiffik	udkigspunkt (-et); et sted hvor man holder udkig; udkigstårn (-et);
nasikkajuppoq	nil
nasikkiartorpaa	nil
nasippoq	er på udkig
nasippaa	nil
nasisimavaa	nil
nasittarfik	nil
nassani	nil
nassanik misissuineq	undersøgelse af bughulen
nassappoq	har fået mave; man kan se hun venter sig
nassaq	nil
nassarpoq	har noget med; medbringer noget
nassarpaa	nil
nassarsinnaanngilaa	nil
nassartippaa	nil
nassassimaarpoq	nil
nassat	mave (-n); bug (-en)
nassat	bug
nassat iluat	bughule
nassat nukii	bugmuskler
nassataq	noget man har taget med; noget man medbringer
nassataqarpoq	nil
nassataraa	nil
nassatassaq	nil
nassatat	bagage (-n)
nassattoorpoq	nil
nassataaruppoq	nil
nasseraq	nil
nasserarpoq	nil
nassererujussuarneq	kolik
nasserigajuppoq	nil
nasserissaarpoq	nil
nasserivallaaqaaq	nil
nasserivoq	har ondt i maven; har mavepine
nassikarpoq	hænger fast (om en fiskekrog)
nassikaarpoq	nil
nassikaartitsivoq	nil
nassilaarpoq	nil
nassinaqaaq	nil
nassinarpoq	nil
nassippoq	hænger fast i noget (om en fiskekrog)
nassippaa	sender ham noget
nassissinnaavoq	nil
nassissorpai	nil
nassitittoq	modtager (-en)
nassitsisoq	afsender (-en)
nassitsivoq	nil
nassiukkiartorpaa	nil
nassiuppaa	sender det
nassiussalerisoq	speditør
nassiussanik angallassineq	godstrafik
nassiussanik assartuineq	godsbefordring
nassiussanut uppernarsaat	fragtbrev (-et)
nassiussaq	forsendelse (-n); sending (-en)
nassiussarsivoq	får noget tilsendt
nassiussat allagartaat	adressekort (-et)
nassiussat allagartaat	fragtbrev
nassiussivoq	nil
nassivoq	nil
nassoqanngilaq	nil
nassoqillugit	nil
nassoqippai	nil
nassoqqik	nil
nassoqqippoq	nil
nassoqqissuaq	nil
nassu	nil
nassuerneq	tilståelse
nassuerpoq	går til bekendelse; tilstår
nassuerpaa	nil
nassuersippaa	nil
nassuerusiaq	nil
nassuerut	nil
nassuerut	bekendelse (-n); tilståelse (-n)
nassuerutiginninneq (naleqq. misiannginneq aamma paasinnilluarneq)	erkendelse
nassuerutiginninneq; paasinninneq	erkendelse
nassuiarpoq	nil
nassuiarpaa	forklarer det; udreder det; fortolker det
nassuiarpaa, nassuiaaserpaa	definere
nassuilluinnarpoq	nil
nassuippoq	er klar; er tydelig; kan ses tydeligt
nassuitsoq; ersarissoq	markant
nassuitsumik patsisissarsiat	indikationer
nassuitsunnguaq	rensø
nassuiaaffittut immersugassaq (naqeriigaq)	redegørelsesblanket
nassuiaalluarpoq	nil
nassuiaaneq (naleqq. nassuiaat)	interpretation, se fortolkning
nassuiaappaa	forklarer ham noget
nassuiaasiorpoq	nil
nassuiaassivoq	nil
nassuiaat	redegørelse
nassuiaat	definition
nassuiaat	forklaring
nassuiaat	fortolkning
nassuiaat	forklaring (-en); udredning (-en); fortolkning (-en)
nassuiaat	redegørelse
nassuiaat	forklaring
Nassuiaat	Redegørelse
nassuiaat	nil
nassuiaat (naleqq. nassuiaaneq)	interpretation, se fortolkning
nassuiaat eqikkaasoq	summarisk redegørelse
nassuiaat sukumiisoq	specificeret redegørelse
nassuiaateqarneq	aflæggelse
nassuiaatigaa	nil
nassuiaatip kingusinaartumik nassiunneqarneranut akiligassiissut	påkravsgebyr
nassuiaatissarsiorluni sulineq	udredningsarbejder
nassuiaatissarsiorneq	bortforklaring
nassuiaatitut allagaq nassitsissut	følgeskrivelse
nassuiaavoq	nil
nassuk	horn (-et); gevir (-et); tak (-ken)
nassukippoq	nil
nassulik	nil
nassummigarpaa	stanger ham/det
nassummigaavoq	nil
nassummippaa	nil
nassummissaavoq	nil
nassutanngueruppoq	nil
Nassuttooq	(stednavn) = Nordre Strømfjord
nassuttooq	nil
nassuusaq	følehorn (-et)
nassuusaqarpoq	nil
nassuusut	nil
nassuusaavoq	nil
nassuuvoq	er uklar; er utydelig; er vanskelig at se
nassaalikkutitaq	nil
nassaappaa	har et eller andet med til ham
nassaaq	fund (-et); opdagelse (-n); hittegods (-et)
nassaaq suli inulik	hittegods
nassaaq; nassaat; katatat	hittegods
nassaaqarpoq	nil
nassaarfigaa	nil
nassaarniarpoq	nil
nassaarpoq	finder noget; opdager noget (ved et tilfælde)
nassaarsiorpoq	leder efter et eller andet
nassaartorpoq	finder en hel masse ting
nassaartup akissarsiaa	findeløn
nassaartuaannarpoq	nil
nassaartaannarpoq	nil
nassaaraa	finder det; opdager det (ved et tilfælde)
nassaaraa???	finde
nassaassivoq	nil
nasaangagajuppoq	nil
nasaangavoq	er barhovedet
nasaanngarmi	nil
nasaarfigaa	tager hatten af for ham
nasaarpoq	slår hætten ned; tager huen, hatten eller kasketten af
nasaarpaa	nil
nasaarserpoq	nil
nasaarsimavoq	nil
nasaarsiut	nil
nasaarsaarpoq	nil
nasaasaq	nil
nasaasaaq	næseblæren på en klapmyds
nataqqoq	brusk (-en)
nataqqoq	brusk
nataqqoq	bruskskive
nataqqoq imariaq	menisk
nataqqoq saattoq	ledskive
nataqqornaq	haglkorn (-et); hagl (-et) (nedbør)
nataqqornarpaluppoq	nil
nataqqornarpoq	det hagler; det er haglvejr
nataqqornarsuit	nil
nataqqornartorsuuvoq	nil
nataqquaq	calcedon
nataqquaq I	næsebrusk (-en)
nataqquaq II	kalcedon (-en) (et mineral)
nataqquinnaavoq	nil
nataqqumi aseruuttoorneq	betændelse i brusk
natasserpaa	sætter bund i den (f.eks. en tønde)
natassersorpai	nil
natassiuppaa	nil
nateq	nil
nateq I	gulv (-et)
nateq II	bund (-en)
naterippoq	bundforholdene er gode
naterissuunngilaq	nil
natermiippoq	nil
natermiuuvoq	nil
naternaarpoq	nil
natersivaa	nil
natersuaq	gulvtæppe (-t)
Nationalbank	Nationalbanken
nationaliseriineq	nationalisering
nationalparki	nationalpark (-en)
NATO	NATO
natroni	natron (-et)
natseq	netside; ringsæl
natseq	ringsæl; netside
natseq I	ringsæl (-en); netside (-n); fjordsæl (-en)
natseq II	sælskindsanorak (-ken)
natserpoq	nil
natsersiut	nil
natsersuaq	klapmyds
natsersuaq	klapmyds (-en)
natsersuaraq	nil
natsersuatsiaq	en ung klapmyds
natsersuaapput	nil
natsersuaasut	nil
natsersaarpoq	nil
natsi	nil
natsiamapput	nil
natsianippoq	nil
natsiaq	ringsælunge (-n); netsideunge (-n); fjordsælunge (-n)
natsiimisaarpoq	nil
natsikkiartorpoq	nil
natsilik	nil
natsilisaarpoq	nil
natsillak	en gammel ringsæl; en gammel netside; en gammel fjordsæl
natsillassuaq	nil
natsillaavoq	nil
natsiluaq	en kvindeanorak af sælskind
natsiluartaarpoq	nil
natsimaqaaq	nil
natsimasorsuuvoq	nil
natsimavallaanngilaq	nil
natsimavippoq	nil
natsimavoq	det blæser godt
natsinnaq	et fladt område
natsinnaannaq	nil
natsinnaavoq	nil
natsiorpoq	nil
natsiortoq	nil
natsippoq	det er blæst op
natsisai	nil
natsisit	stenfliser på gulvet (i et eskimoisk hus)
natsissuppaa	nil
natsisaannalik	nil
natsisaarpoq	nil
natsit	nil
natsittorsuuvoq	nil
natsivoq	nil
natsiaaruppoq	nil
nattaqqallisaarpoq	hakker i det; står og stammer
nattoralik	havørn
nattoralik	ørn (-en)
nattoralissuaq	nil
nattoraliusaq	grib (-ben)
nattoralaaq	ørneunge (-n)
nattoralaarsuaq	nil
nattoraq	nil
nataaq	bund (-en) (f.eks. i en tønde)
nataarnaq	helleflynder (-en)
nataarnarpoq	nil
nataarnarsiut	nil
nataarnarsuaq	nil
nataarniaq	nil
nataarniarfik	nil
nataarniarfinnaaq	nil
nataarniarpassuit	nil
nataarniarpoq	nil
nataarnivoq	nil
nataarnaapput	nil
nataarnaaraq	nil
nataarnaararpoq	nil
nataassiaq	nil
nataaverpoq	bunden er gået ud
nataaveruppoq	nil
naveerluinnarpoq	nil
naveerpoq	er i fare
naveerpaa	skælder ham ud; irettesætter ham
naveersineq; oqaaqqissaarineq; mianersoqqusineq	irettesættelse
naveersippoq	bliver skældt ud; bliver irettesat
naveersivoq	nil
naveertuaannarpaa	nil
naviagaa	anser det for farligt
naviakkullugu	nil
naviakkuppaa	nil
naviakkussivoq	nil
navialissut	nil
navialisumik sumiginnaaneq	prisgivelse af liv
navialivoq	er kommet i fare
navianaq	nil
navianaqaaq	nil
navianarluinnartoq	meget farlig; halsbrækkende
navianarpoq	nil
navianarsivoq	nil
navianartoq	fare (-n); risiko (-en); farlig; risikabel
navianartorsiortut aalajangersimasut	risikogruppe
navianartueruppoq	nil
navianarunnaarpoq	nil
navianaatilik; mianersornartoq; nalorninartulik	risiko (qass. -ci)
naviasuppoq	tør ikke; er ængstelig for noget
naviattarpoq	tager ingen chancer; er bange af sig
naviattaappoq	er dumdristig; er ikke bange af sig
navigaq	nil
navigationsskole	navigationsskole (-n)
naviiataarluinnarpoq	nil
naviiataarpoq	befinder sig i en farlig situation
navippaa	blødgør den (skindremmen) ved at trække den over en kant
navissit	nil
navissivoq	nil
nazisme	nazisme
nazisti	nazist (-en)
NB (naal): notabene	NB; notabene (-t)
NEAFC	NEAFC
neeqqorpallappoq	nil
neeqqorpoq	knirker
neeqqullarippoq	nil
neeqquluppoq	knirker og knager
neeqqulaarpoq	nil
negativi/akuersaanngitsoq (naleqq. illuatungiliuttoq)	negativ
negererpaluttoq	negroid; én som ligner en neger; sort (naleqq niigererpaluttoq)
negeri	neger (-en); en sort (naleqq niigeri)
neqangiaavoq	nil
neqerooqaaq	nil
neqeroorpoq	tilbyder noget
neqeroorut	noget der tilbydes; tilbud (-et)
neqeroorut	tilbud*
neqeroorut; pilerisaarut	tilbud
neqeroorut/manisaq/nuisitaq	tilbud
neqeroorutigaaq	nil
Neqi	(stednavn)
neqi	kød (-et)
neqigilluarpaa	nil
neqigippoq	nil
neqiguppoq	nil
neqigaa	nil
neqiliorpoq	koger kød
neqiluajuippoq	nil
neqiluarpoq	er kræsen med mad
neqiluartaannarpoq	nil
neqimik nioqqusiaq, inuussutissamik nioqqusiaq	levnedsmiddel
neqimik nioqqusiat	kødvarer
neqiserpoq	nil
neqisiniarpoq	nil
neqisissuppaa	nil
neqisivoq	nil
neqissaq	mad (-en) (et gammelt udtryk)
neqissarsiorpoq	nil
neqissarsivoq	nil
neqissiortoq	nil
neqissaat	nil
neqissaateqarpoq	nil
neqissaavoq	nil
neqisunni	nil
neqitaq	agn (-et); madding (-en); lokkemad (-en)
neqitassaqqippoq	nil
neqitorpoq	nil
neqitserpoq	nil
neqitserpaa	sætter agn på den; sætter madding på den
neqitsersorpai	nil
neqitsiuppaa	nil
neqituarpoq	nil
neqitaaruppoq	nil
neqiut	nil
neqiutaaruppoq	nil
neqqappoq	nil
neqqarik	nil
neqqarinneq	nil
neqqarippoq	er ved godt huld; der er meget kød på det
neqqarivippoq	nil
neqqattaaq	nil
neqaa	nil
neqaajarpaa	skærer kødet af det; skærer kødet fra benet
neqaajarsimavoq	nil
neqaajartinneq	operativ fjernelse af struma
neqaajartippaa	nil
neqaajaaneq	fjernelse af mandler
neqaajaavoq	nil
neqaalatsinaqaaq	nil
neqaalatsinarsivoq	nil
neqaalatsivoq	nil
neqaannaavoq	har nøgen overkrop
